Year,Week,State,Total_Cases,Outbreak_Duration
2014,16,Selangor,12,42
2014,16,Selangor,10,41
2014,16,Selangor,10,39
2014,16,Selangor,6,34
2014,16,Selangor,7,34
2014,16,Selangor,7,33
2014,16,Selangor,5,33
2014,16,Selangor,7,33
2014,16,Selangor,9,33
2014,16,Selangor,6,33
2014,16,Selangor,7,33
2014,16,Selangor,8,33
2014,16,Selangor,8,31
2014,17,Selangor,237,314
2014,17,Selangor,232,293
2014,17,Selangor,90,212
2014,17,Selangor,54,154
2014,17,Selangor,26,97
2014,17,Selangor,24,91
2014,17,Selangor,12,83
2014,17,Selangor,13,67
2014,17,Selangor,11,64
2014,17,Selangor,21,63
2014,17,Selangor,20,62
2014,17,Selangor,23,60
2014,17,Selangor,13,57
2014,17,Selangor,36,56
2014,17,Selangor,9,52
2014,17,Selangor,5,51
2014,17,Selangor,9,49
2014,17,Selangor,16,49
2014,17,Selangor,16,49
2014,17,Selangor,9,40
2014,17,Selangor,6,40
2014,17,Selangor,10,40
2014,17,Selangor,7,40
2014,17,Selangor,8,38
2014,17,Selangor,12,36
2014,17,Selangor,6,35
2014,17,Selangor,5,33
2014,17,Selangor,5,33
2014,17,Selangor,7,32
2014,17,Kelantan,7,32
2014,18,Selangor,242,321
2014,18,Selangor,233,300
2014,18,Selangor,92,219
2014,18,Selangor,84,152
2014,18,Selangor,28,104
2014,18,Selangor,24,98
2014,18,Selangor,12,90
2014,18,Selangor,13,74
2014,18,Selangor,12,71
2014,18,Selangor,23,70
2014,18,Selangor,18,64
2014,18,Selangor,39,63
2014,18,Selangor,6,58
2014,18,Selangor,11,56
2014,18,Selangor,24,56
2014,18,Selangor,7,47
2014,18,Selangor,8,47
2014,18,Selangor,13,47
2014,18,Selangor,14,47
2014,18,Selangor,10,45
2014,18,Selangor,15,43
2014,18,Selangor,7,42
2014,18,Selangor,5,40
2014,18,Selangor,6,40
2014,18,Kelantan,9,39
2014,18,Kelantan,10,36
2014,18,Selangor,7,34
2014,18,Selangor,9,34
2014,18,Selangor,8,32
2014,18,WPKL,24,32
2014,18,Selangor,9,31
2014,19,Selangor,247,328
2014,19,Selangor,233,307
2014,19,Selangor,92,226
2014,19,Selangor,13,78
2014,19,Selangor,22,76
2014,19,Selangor,19,71
2014,19,Selangor,42,70
2014,19,Selangor,9,65
2014,19,Selangor,12,63
2014,19,Selangor,28,63
2014,19,Selangor,15,54
2014,19,Selangor,9,54
2014,19,Selangor,9,54
2014,19,Selangor,15,54
2014,19,Selangor,11,52
2014,19,Selangor,16,50
2014,19,Selangor,7,49
2014,19,Selangor,9,47
2014,19,Selangor,10,46
2014,19,Kelantan,9,46
2014,19,Selangor,8,44
2014,19,Selangor,12,41
2014,19,Selangor,9,39
2014,19,Selangor,10,38
2014,19,Selangor,6,37
2014,19,Selangor,12,36
2014,19,Selangor,6,34
2014,19,Selangor,10,33
2014,19,Selangor,11,33
2014,19,Selangor,6,33
2014,19,Selangor,5,33
2014,19,Selangor,6,31
2014,20,Selangor,250,335
2014,20,Selangor,97,233
2014,20,Selangor,14,85
2014,20,Selangor,24,81
2014,20,Selangor,45,77
2014,20,Selangor,9,72
2014,20,Selangor,14,70
2014,20,Selangor,34,70
2014,20,Selangor,11,64
2014,20,Selangor,17,61
2014,20,Selangor,9,61
2014,20,Selangor,11,59
2014,20,Selangor,17,57
2014,20,Selangor,12,54
2014,20,Selangor,12,53
2014,20,Selangor,11,53
2014,20,Selangor,9,51
2014,20,Selangor,12,48
2014,20,Selangor,12,45
2014,20,Selangor,8,44
2014,20,Selangor,12,43
2014,20,Selangor,8,41
2014,20,Selangor,13,40
2014,20,Selangor,15,40
2014,20,Selangor,8,40
2014,20,Selangor,7,38
2014,20,Selangor,9,37
2014,20,Selangor,10,37
2014,20,Selangor,7,36
2014,20,Selangor,10,36
2014,20,Selangor,7,36
2014,20,Kelantan,12,35
2014,20,Sarawak,10,35
2014,20,Selangor,11,34
2014,20,Selangor,7,34
2014,20,Selangor,4,33
2014,20,Selangor,10,33
2014,20,Selangor,8,32
2014,20,N.Sembilan,6,32
2014,20,Selangor,18,32
2014,20,Selangor,12,31
2014,21,Selangor,256,342
2014,21,Selangor,97,240
2014,21,Selangor,15,92
2014,21,Selangor,26,88
2014,21,Selangor,48,84
2014,21,Selangor,16,77
2014,21,Selangor,35,77
2014,21,Selangor,18,68
2014,21,Selangor,16,61
2014,21,Selangor,13,60
2014,21,Selangor,13,55
2014,21,Selangor,17,52
2014,21,Selangor,11,51
2014,21,Selangor,16,47
2014,21,Selangor,21,47
2014,21,Selangor,10,47
2014,21,Selangor,7,45
2014,21,Selangor,9,44
2014,21,Selangor,11,44
2014,21,Selangor,12,44
2014,21,Selangor,7,43
2014,21,Selangor,13,43
2014,21,Kelantan,12,42
2014,21,Selangor,12,41
2014,21,Selangor,13,40
2014,21,Selangor,32,39
2014,21,Selangor,9,39
2014,21,Selangor,19,38
2014,21,Selangor,10,38
2014,21,N.Sembilan,9,37
2014,21,Sabah,7,37
2014,21,N.Sembilan,6,36
2014,21,Selangor,8,35
2014,21,Selangor,9,35
2014,21,Pahang,6,35
2014,21,Selangor,4,34
2014,21,Selangor,9,34
2014,21,Kelantan,9,34
2014,21,Selangor,7,33
2014,21,Selangor,5,33
2014,21,Selangor,8,33
2014,21,Selangor,10,33
2014,21,Selangor,8,32
2014,21,Selangor,12,32
2014,21,Selangor,10,32
2014,21,Selangor,17,32
2014,21,Selangor,5,32
2014,21,Selangor,7,31
2014,22,Selangor,258,349
2014,22,Selangor,20,99
2014,22,Selangor,27,95
2014,22,Selangor,50,91
2014,22,Selangor,17,84
2014,22,Selangor,36,84
2014,22,Selangor,19,75
2014,22,Selangor,18,68
2014,22,Selangor,15,67
2014,22,Selangor,14,62
2014,22,Selangor,21,59
2014,22,Selangor,14,58
2014,22,Selangor,9,58
2014,22,Selangor,17,54
2014,22,Selangor,24,54
2014,22,Selangor,11,54
2014,22,Selangor,12,51
2014,22,Selangor,8,50
2014,22,Selangor,18,50
2014,22,Selangor,14,48
2014,22,Selangor,15,47
2014,22,Selangor,52,46
2014,22,Selangor,9,46
2014,22,Selangor,26,45
2014,22,N.Sembilan,9,44
2014,22,Selangor,8,44
2014,22,Pahang,7,42
2014,22,Selangor,10,42
2014,22,Selangor,10,42
2014,22,Selangor,5,41
2014,22,Selangor,11,41
2014,22,Selangor,9,40
2014,22,Selangor,8,40
2014,22,Selangor,10,40
2014,22,Selangor,11,40
2014,22,Selangor,15,39
2014,22,Selangor,17,39
2014,22,Selangor,6,39
2014,22,Selangor,10,39
2014,22,Selangor,8,38
2014,22,N.Sembilan,13,38
2014,22,Selangor,5,37
2014,22,Selangor,21,36
2014,22,Selangor,10,36
2014,22,Selangor,7,35
2014,22,Selangor,4,34
2014,22,Selangor,11,34
2014,22,Selangor,16,34
2014,22,Selangor,4,34
2014,22,N.Sembilan,7,33
2014,22,Kelantan,10,33
2014,22,Selangor,4,33
2014,22,Selangor,5,33
2014,22,Selangor,9,33
2014,22,Selangor,10,33
2014,22,Selangor,12,32
2014,22,WPKL,16,32
2014,22,Selangor,6,32
2014,22,Selangor,5,31
2014,23,Selangor,260,356
2014,23,Selangor,100,254
2014,23,Selangor,99,191
2014,23,Selangor,23,106
2014,23,Selangor,21,91
2014,23,Selangor,38,91
2014,23,Selangor,19,82
2014,23,Selangor,14,82
2014,23,Selangor,21,79
2014,23,Selangor,14,69
2014,23,Selangor,26,66
2014,23,Selangor,22,61
2014,23,Selangor,15,58
2014,23,Selangor,22,57
2014,23,Selangor,15,55
2014,23,Selangor,65,53
2014,23,Selangor,12,52
2014,23,Selangor,27,52
2014,23,Selangor,g,51
2014,23,N.Sembilan,10,51
2014,23,Selangor,10,49
2014,23,Pahang,7,49
2014,23,Selangor,10,49
2014,23,Selangor,15,48
2014,23,Selangor,9,47
2014,23,Selangor,11,47
2014,23,Selangor,15,47
2014,23,Selangor,10,46
2014,23,Selangor,17,46
2014,23,Selangor,14,46
2014,23,Selangor,7,46
2014,23,Selangor,9,46
2014,23,N.Sembilan,18,45
2014,23,Selangor,22,43
2014,23,Selangor,10,42
2014,23,Selangor,12,41
2014,23,Selangor,20,41
2014,23,Kelantan,11,40
2014,23,Selangor,5,40
2014,23,Selangor,12,40
2014,23,N.Sembilan,8,40
2014,23,Selangor,15,39
2014,23,WPKL,16,39
2014,23,Selangor,9,35
2014,23,Selangor,11,35
2014,23,Selangor,11,34
2014,23,Selangor,21,34
2014,23,Selangor,7,34
2014,23,Selangor,16,33
2014,23,Selangor,7,33
2014,23,Selangor,9,33
2014,23,Selangor,9,32
2014,23,Selangor,6,31
2014,23,Selangor,9,31
2014,23,Selangor,6,31
2014,24,Selangor,262,363
2014,24,Selangor,28,113
2014,24,Selangor,29,109
2014,24,Selangor,40,98
2014,24,Selangor,25,98
2014,24,Selangor,21,89
2014,24,Selangor,16,89
2014,24,Selangor,23,86
2014,24,Selangor,28,73
2014,24,Selangor,27,72
2014,24,Selangor,35,68
2014,24,Selangor,10,64
2014,24,Selangor,17,61
2014,24,Selangor,69,60
2014,24,Selangor,33,59
2014,24,N.Sembilan,10,58
2014,24,Selangor,16,58
2014,24,Selangor,12,56
2014,24,Selangor,12,56
2014,24,Selangor,13,56
2014,24,Selangor,16,55
2014,24,Selangor,19,54
2014,24,Selangor,15,54
2014,24,Selangor,11,53
2014,24,Selangor,17,53
2014,24,Selangor,17,53
2014,24,Selangor,8,53
2014,24,Selangor,13,53
2014,24,N.Sembilan,20,52
2014,24,Selangor,11,52
2014,24,Selangor,26,50
2014,24,Selangor,13,50
2014,24,Selangor,13,49
2014,24,Selangor,14,48
2014,24,N.Sembilan,9,47
2014,24,Kelantan,11,47
2014,24,Selangor,6,47
2014,24,Selangor,17,46
2014,24,Selangor,12,41
2014,24,Selangor,24,41
2014,24,Selangor,17,40
2014,24,Selangor,7,40
2014,24,Selangor,7,39
2014,24,Selangor,10,38
2014,24,Selangor,8,38
2014,24,Selangor,7,37
2014,24,Selangor,6,37
2014,24,Selangor,7,36
2014,24,Kelantan,14,36
2014,24,Selangor,14,35
2014,24,N.Sembilan,10,35
2014,24,Selangor,14,34
2014,24,Selangor,5,34
2014,24,Selangor,11,34
2014,24,Selangor,8,34
2014,24,Selangor,12,34
2014,24,N.Sembilan,10,33
2014,24,Kelantan,18,33
2014,24,N.Sembilan,5,32
2014,24,Kelantan,11,32
2014,24,Sarawak,10,32
2014,24,Selangor,4,32
2014,24,Selangor,4,32
2014,24,Selangor,5,32
2014,24,N.Sembilan,9,31
2014,24,Selangor,9,31
2014,24,Selangor,13,31
2014,24,Selangor,7,31
2014,24,Selangor,9,31
2014,24,Selangor,7,31
2014,24,Selangor,15,31
2014,24,Selangor,4,31
2014,25,Selangor,102,268
2014,25,Selangor,33,120
2014,25,Selangor,30,116
2014,25,Selangor,25,105
2014,25,Selangor,23,96
2014,25,Selangor,19,96
2014,25,Selangor,25,93
2014,25,Selangor,31,79
2014,25,Selangor,38,74
2014,25,Selangor,12,71
2014,25,Selangor,73,67
2014,25,Selangor,35,66
2014,25,Selangor,17,65
2014,25,N.Sembilan,11,65
2014,25,Selangor,15,61
2014,25,Selangor,13,60
2014,25,Selangor,19,60
2014,25,Selangor,19,60
2014,25,N.Sembilan,25,59
2014,25,Selangor,8,59
2014,25,Selangor,29,57
2014,25,Selangor,16,56
2014,25,Selangor,8,54
2014,25,Selangor,15,54
2014,25,N.Sembilan,9,54
2014,25,Selangor,19,53
2014,25,Selangor,13,48
2014,25,Selangor,28,48
2014,25,Selangor,10,46
2014,25,Selangor,7,45
2014,25,Selangor,9,45
2014,25,Selangor,7,44
2014,25,Selangor,8,43
2014,25,Selangor,22,43
2014,25,Selangor,15,42
2014,25,Selangor,6,42
2014,25,Selangor,14,41
2014,25,Selangor,11,41
2014,25,Selangor,18,41
2014,25,Selangor,18,41
2014,25,Selangor,7,40
2014,25,N.Sembilan,12,40
2014,25,Kelantan,19,40
2014,25,Selangor,5,39
2014,25,Selangor,4,39
2014,25,Selangor,6,39
2014,25,N.Sembilan,7,39
2014,25,Kelantan,12,39
2014,25,Sarawak,10,39
2014,25,Selangor,13,38
2014,25,Selangor,16,38
2014,25,Selangor,10,38
2014,25,Selangor,24,38
2014,25,Selangor,13,37
2014,25,Selangor,17,37
2014,25,Selangor,9,37
2014,25,Selangor,7,35
2014,25,Selangor,11,35
2014,25,Selangor,9,34
2014,25,Selangor,9,34
2014,25,Selangor,7,34
2014,25,Selangor,7,34
2014,25,Selangor,5,33
2014,25,Selangor,7,33
2014,25,Selangor,8,33
2014,25,Selangor,5,33
2014,25,Selangor,5,32
2014,25,Selangor,7,32
2014,25,Selangor,9,32
2014,25,Selangor,6,32
2014,25,N.Sembilan,6,32
2014,25,Selangor,12,31
2014,25,Selangor,12,31
2014,25,Selangor,10,31
2014,25,N.Sembilan,8,31
2014,26,Selangor,105,274
2014,26,Selangor,34,127
2014,26,Selangor,31,123
2014,26,Selangor,28,112
2014,26,Selangor,25,103
2014,26,Selangor,39,86
2014,26,Selangor,25,82
2014,26,Selangor,51,82
2014,26,Selangor,76,74
2014,26,Selangor,36,73
2014,26,N.Sembilan,11,72
2014,26,Selangor,25,72
2014,26,Selangor,17,69
2014,26,Selangor,23,68
2014,26,Selangor,15,67
2014,26,Selangor,21,67
2014,26,Selangor,10,67
2014,26,N.Sembilan,26,66
2014,26,Selangor,18,66
2014,26,Selangor,17,63
2014,26,Selangor,23,62
2014,26,Selangor,10,61
2014,26,Selangor,15,56
2014,26,Selangor,17,55
2014,26,Selangor,15,54
2014,26,Selangor,11,53
2014,26,Selangor,15,53
2014,26,Selangor,10,52
2014,26,Selangor,12,52
2014,26,Selangor,10,50
2014,26,Kelantan,28,50
2014,26,Selangor,21,48
2014,26,Selangor,15,48
2014,26,Selangor,11,48
2014,26,Selangor,21,48
2014,26,N.Sembilan,12,47
2014,26,Kelantan,23,47
2014,26,N.Sembilan,8,46
2014,26,Selangor,6,46
2014,26,Selangor,14,45
2014,26,Selangor,17,45
2014,26,Selangor,11,45
2014,26,Selangor,8,45
2014,26,Selangor,14,44
2014,26,Selangor,20,44
2014,26,Selangor,9,44
2014,26,Selangor,11,44
2014,26,Selangor,8,42
2014,26,Selangor,15,42
2014,26,Selangor,6,42
2014,26,Selangor,5,41
2014,26,Selangor,14,41
2014,26,Selangor,5,41
2014,26,Selangor,8,40
2014,26,Selangor,8,39
2014,26,Selangor,9,39
2014,26,Selangor,12,38
2014,26,N.Sembilan,9,38
2014,26,Selangor,13,38
2014,26,Selangor,16,38
2014,26,Selangor,8,38
2014,26,Selangor,7,37
2014,26,Kelantan,13,37
2014,26,Selangor,9,36
2014,26,Selangor,6,36
2014,26,Selangor,6,36
2014,26,Selangor,11,35
2014,26,Selangor,9,34
2014,26,N.Sembilan,12,34
2014,26,Kelantan,10,34
2014,26,Selangor,4,34
2014,26,Selangor,10,34
2014,26,Selangor,5,33
2014,26,Selangor,13,33
2014,26,Selangor,4,33
2014,26,Selangor,6,33
2014,26,Selangor,5,32
2014,26,Selangor,6,32
2014,26,Selangor,6,32
2014,26,Selangor,5,32
2014,26,Selangor,6,32
2014,26,Selangor,6,32
2014,26,Selangor,9,31
2014,26,Selangor,4,31
2014,27,Selangor,106,281
2014,27,Selangor,32,129
2014,27,Selangor,28,118
2014,27,Selangor,29,106
2014,27,Selangor,52,88
2014,27,Selangor,81,80
2014,27,Selangor,28,78
2014,27,Selangor,18,73
2014,27,Selangor,28,73
2014,27,N.Sembilan,26,72
2014,27,Selangor,10,67
2014,27,Selangor,20,67
2014,27,Selangor,19,61
2014,27,Selangor,12,59
2014,27,Selangor,16,59
2014,27,Selangor,12,58
2014,27,Selangor,11,56
2014,27,Kelantan,43,56
2014,27,Selangor,15,54
2014,27,Selangor,28,54
2014,27,Selangor,24,54
2014,27,Selangor,25,53
2014,27,Selangor,6,52
2014,27,N.Sembilan,8,52
2014,27,Selangor,14,51
2014,27,Selangor,12,51
2014,27,Selangor,9,51
2014,27,Selangor,9,50
2014,27,Selangor,10,48
2014,27,Selangor,17,48
2014,27,Selangor,15,47
2014,27,Selangor,7,47
2014,27,Selangor,10,45
2014,27,Selangor,18,44
2014,27,Selangor,14,44
2014,27,N.Sembilan,9,44
2014,27,Selangor,13,44
2014,27,Selangor,10,43
2014,27,Kelantan,17,43
2014,27,Selangor,12,42
2014,27,Selangor,7,42
2014,27,Selangor,11,42
2014,27,Selangor,5,40
2014,27,Selangor,10,40
2014,27,Kelantan,10,40
2014,27,Selangor,8,39
2014,27,Selangor,17,39
2014,27,Selangor,5,39
2014,27,Selangor,5,39
2014,27,Selangor,19,39
2014,27,Selangor,8,39
2014,27,Selangor,10,38
2014,27,Selangor,6,38
2014,27,Selangor,6,38
2014,27,Selangor,6,37
2014,27,Selangor,15,36
2014,27,Selangor,5,36
2014,27,Selangor,12,36
2014,27,Kelantan,9,36
2014,27,Selangor,5,35
2014,27,Selangor,6,34
2014,27,Selangor,7,34
2014,27,Selangor,8,34
2014,27,Kelantan,11,34
2014,27,Kelantan,13,34
2014,27,Kelantan,8,34
2014,27,Selangor,6,33
2014,27,N.Sembilan,7,33
2014,27,Sarawak,8,33
2014,27,Selangor,8,32
2014,27,Selangor,12,32
2014,27,Selangor,7,32
2014,27,Selangor,13,31
2014,27,Selangor,6,31
2014,28,Selangor,12,47
2014,28,Selangor,68,58
2014,28,Selangor,6,35
2014,28,Selangor,11,51
2014,28,Selangor,11,32
2014,28,Selangor,13,33
2014,28,Selangor,21,87
2014,28,Selangor,25,111
2014,28,Selangor,7,32
2014,28,Selangor,17,51
2014,28,Selangor,14,46
2014,28,Selangor,25,96
2014,28,Selangor,7,38
2014,28,Selangor,12,39
2014,28,Selangor,28,107
2014,28,Selangor,16,51
2014,28,Selangor,25,48
2014,28,Selangor,16,87
2014,28,Selangor,5,37
2014,28,Selangor,8,51
2014,28,Selangor,12,32
2014,28,Selangor,10,36
2014,28,Selangor,15,44
2014,28,Selangor,8,36
2014,28,Selangor,34,66
2014,28,Selangor,14,52
2014,28,Selangor,33,57
2014,28,Selangor,11,50
2014,28,Selangor,23,39
2014,28,Selangor,16,56
2014,28,Selangor,10,62
2014,28,Selangor,13,48
2014,28,Selangor,23,84
2014,28,Selangor,27,70
2014,28,Selangor,4,33
2014,28,Selangor,12,51
2014,28,Selangor,13,54
2014,28,Selangor,28,71
2014,28,Selangor,16,53
2014,28,Selangor,19,52
2014,28,Selangor,12,54
2014,28,Selangor,14,32
2014,28,Selangor,7,34
2014,28,Selangor,5,32
2014,28,N.Sembilan,18,50
2014,28,N.Sembilan,9,45
2014,28,N.Sembilan,10,33
2014,28,N.Sembilan,10,56
2014,28,N.Sembilan,9,31
2014,28,Kelantan,11,45
2014,28,Kelantan,17,31
2014,28,Kelantan,14,34
2014,28,Selangor,5,44
2014,28,Selangor,23,65
2014,28,Selangor,8,41
2014,28,Selangor,12,31
2014,28,Selangor,5,34
2014,28,Selangor,10,37
2014,28,Selangor,5,31
2014,29,Selangor,111,296
2014,29,Selangor,76,226
2014,29,Selangor,46,144
2014,29,Selangor,33,121
2014,29,Selangor,37,116
2014,29,Selangor,55,107
2014,29,Selangor,77,103
2014,29,Selangor,87,95
2014,29,Selangor,32,93
2014,29,Selangor,19,88
2014,29,Selangor,30,88
2014,29,Selangor,18,88
2014,29,Selangor,32,88
2014,29,Selangor,26,87
2014,29,Selangor,23,84
2014,29,Selangor,28,82
2014,29,Selangor,20,76
2014,29,Selangor,19,75
2014,29,Selangor,13,73
2014,29,Selangor,16,73
2014,29,Kelantan,61,71
2014,29,Selangor,31,70
2014,29,Selangor,46,69
2014,29,Kelantan,32,68
2014,29,Selangor,16,68
2014,29,Selangor,17,66
2014,29,Selangor,12,63
2014,29,Selangor,18,62
2014,29,Selangor,11,62
2014,29,Selangor,17,62
2014,29,Selangor,20,62
2014,29,Selangor,14,62
2014,29,Selangor,21,61
2014,29,Selangor,16,61
2014,29,Selangor,25,59
2014,29,Selangor,11,58
2014,29,Kelantan,40,58
2014,29,Selangor,14,57
2014,29,Selangor,19,57
2014,29,Selangor,13,57
2014,29,Selangor,20,56
2014,29,Selangor,12,54
2014,29,Selangor,23,54
2014,29,Selangor,9,54
2014,29,Selangor,44,54
2014,29,Selangor,15,54
2014,29,Selangor,14,53
2014,29,Selangor,20,51
2014,29,Selangor,33,51
2014,29,Selangor,6,51
2014,29,Selangor,9,50
2014,29,Selangor,11,50
2014,29,Selangor,8,50
2014,29,Selangor,12,49
2014,29,Kelantan,16,49
2014,29,Kelantan,19,49
2014,29,Kelantan,16,49
2014,29,Sarawak,9,48
2014,29,Selangor,6,47
2014,29,Selangor,7,45
2014,29,Selangor,14,45
2014,29,Selangor,19,45
2014,29,Selangor,10,45
2014,29,Selangor,12,44
2014,29,Selangor,8,43
2014,29,Selangor,8,43
2014,29,Selangor,13,43
2014,29,Selangor,7,43
2014,29,Selangor,11,43
2014,29,Selangor,7,43
2014,29,Selangor,7,42
2014,29,Selangor,11,42
2014,29,Selangor,5,42
2014,29,Selangor,13,41
2014,29,Selangor,11,40
2014,29,Selangor,8,40
2014,29,Selangor,8,39
2014,29,Selangor,6,39
2014,29,Selangor,6,39
2014,29,Selangor,10,39
2014,29,Selangor,8,39
2014,29,Kelantan,98,39
2014,29,Selangor,8,38
2014,29,Selangor,9,38
2014,29,Kelantan,40,38
2014,29,Kelantan,17,38
2014,29,Kelantan,39,38
2014,29,Selangor,6,37
2014,29,Selangor,6,36
2014,29,Selangor,5,36
2014,29,Selangor,12,36
2014,29,N.Sembilan,13,36
2014,29,Selangor,11,35
2014,29,N.Sembilan,6,35
2014,29,N.Sembilan,5,35
2014,29,Kelantan,8,35
2014,29,Kelantan,39,35
2014,29,Sarawak,7,35
2014,29,Selangor,5,35
2014,29,P.Pinang,8,34
2014,29,Selangor,6,34
2014,29,Selangor,11,34
2014,29,Sarawak,8,34
2014,29,Selangor,10,33
2014,29,Selangor,5,33
2014,29,Selangor,6,33
2014,29,Selangor,5,33
2014,29,Melaka,11,33
2014,29,Kelantan,6,33
2014,29,Kelantan,50,33
2014,29,Kelantan,19,33
2014,29,Sabah,8,33
2014,29,Perak,9,32
2014,29,Selangor,8,32
2014,29,Selangor,7,32
2014,29,Selangor,6,32
2014,29,Kelantan,15,32
2014,29,Kelantan,20,32
2014,29,Kelantan,5,32
2014,29,Selangor,6,31
2014,29,Selangor,5,31
2014,29,Kelantan,8,31
2014,29,Kelantan,21,31
2014,31,Selangor,113,310
2014,31,Selangor,84,240
2014,31,Selangor,48,158
2014,31,Selangor,42,130
2014,31,Selangor,58,121
2014,31,Selangor,82,117
2014,31,Selangor,35,107
2014,31,Selangor,29,101
2014,31,Selangor,25,98
2014,31,Selangor,31,96
2014,31,Selangor,18,87
2014,31,Selangor,14,86
2014,31,Kelantan,70,85
2014,31,Selangor,39,84
2014,31,Kelantan,36,82
2014,31,Selangor,21,76
2014,31,Selangor,18,76
2014,31,Selangor,28,76
2014,31,Selangor,23,76
2014,31,Selangor,24,75
2014,31,Selangor,18,74
2014,31,Selangor,30,73
2014,31,Kelantan,53,72
2014,31,Selangor,21,71
2014,31,Selangor,29,68
2014,31,Selangor,48,68
2014,31,Selangor,20,68
2014,31,Selangor,15,67
2014,31,Selangor,42,65
2014,31,Selangor,13,64
2014,31,Kelantan,21,63
2014,31,Kelantan,26,63
2014,31,Selangor,17,59
2014,31,Selangor,26,59
2014,31,Selangor,11,59
2014,31,Selangor,14,58
2014,31,Selangor,12,57
2014,31,Selangor,10,57
2014,31,Selangor,11,57
2014,31,Selangor,8,56
2014,31,Selangor,14,56
2014,31,Selangor,6,56
2014,31,Selangor,18,55
2014,31,Selangor,12,54
2014,31,Selangor,9,54
2014,31,Selangor,12,53
2014,31,Kelantan,129,53
2014,31,Selangor,11,52
2014,31,Kelantan,67,52
2014,31,Kelantan,23,52
2014,31,Kelantan,69,52
2014,31,Selangor,7,51
2014,31,Selangor,16,50
2014,31,Selangor,13,49
2014,31,Sarawak,8,49
2014,31,Selangor,7,48
2014,31,Kelantan,10,48
2014,31,Selangor,8,47
2014,31,Kelantan,13,47
2014,31,Kelantan,59,47
2014,31,Sabah,9,47
2014,31,Kelantan,19,46
2014,31,Kelantan,31,46
2014,31,Selangor,8,45
2014,31,Selangor,8,45
2014,31,Kelantan,9,45
2014,31,Selangor,20,44
2014,31,Selangor,17,44
2014,31,Selangor,12,44
2014,31,Kelantan,33,44
2014,31,Selangor,9,43
2014,31,Selangor,19,43
2014,31,Selangor,17,43
2014,31,Kelantan,27,43
2014,31,Kelantan,14,42
2014,31,Kelantan,72,42
2014,31,Kelantan,35,42
2014,31,Selangor,10,41
2014,31,Selangor,9,41
2014,31,Selangor,5,41
2014,31,Kelantan,19,41
2014,31,Selangor,7,40
2014,31,Selangor,12,40
2014,31,Selangor,13,40
2014,31,Kelantan,13,40
2014,31,Kelantan,14,40
2014,31,Selangor,5,39
2014,31,Selangor,6,39
2014,31,Selangor,5,39
2014,31,Selangor,8,39
2014,31,Selangor,9,39
2014,31,Kelantan,20,39
2014,31,Kelantan,13,39
2014,31,Kelantan,12,39
2014,31,Selangor,11,38
2014,31,Kelantan,50,38
2014,31,Selangor,7,37
2014,31,Selangor,15,37
2014,31,Selangor,11,37
2014,31,Kelantan,52,37
2014,31,Selangor,4,37
2014,31,Selangor,7,36
2014,31,Selangor,7,36
2014,31,Sarawak,8,36
2014,31,Selangor,10,35
2014,31,Selangor,6,35
2014,31,Selangor,11,35
2014,31,Kelantan,36,35
2014,31,Kelantan,17,35
2014,31,Kelantan,11,35
2014,31,Kelantan,16,35
2014,31,Kelantan,63,35
2014,31,Selangor,6,34
2014,31,Selangor,10,34
2014,31,N.Sembilan,6,34
2014,31,Pahang,4,34
2014,31,Kelantan,13,34
2014,31,Kelantan,25,34
2014,31,Selangor,5,33
2014,31,Selangor,9,33
2014,31,Selangor,8,33
2014,31,Kelantan,16,33
2014,31,Kelantan,23,33
2014,31,Sarawak,4,33
2014,31,Selangor,4,33
2014,31,Selangor,8,33
2014,31,Selangor,12,32
2014,31,Selangor,11,32
2014,31,Selangor,9,32
2014,31,N.Sembilan,5,32
2014,31,Kelantan,18,32
2014,31,Kelantan,13,32
2014,31,Kelantan,40,32
2014,31,Selangor,6,32
2014,31,Selangor,4,31
2014,31,Selangor,5,31
2014,31,Kelantan,6,31
2014,31,Kelantan,17,31
2014,31,Kelantan,50,31
2014,31,Kelantan,21,31
2014,31,Kelantan,22,31
2014,31,Kelantan,26,31
2014,31,Kelantan,20,31
2014,31,Kelantan,25,31
2014,31,Kelantan,23,31
2014,32,Selangor,88,247
2014,32,Selangor,49,165
2014,32,Selangor,43,137
2014,32,Selangor,59,128
2014,32,Selangor,83,124
2014,32,Selangor,34,103
2014,32,Selangor,20,94
2014,32,Kelantan,80,92
2014,32,Selangor,40,91
2014,32,Kelantan,38,89
2014,32,Selangor,19,83
2014,32,Selangor,30,83
2014,32,Selangor,25,83
2014,32,Selangor,28,82
2014,32,Selangor,19,82
2014,32,Selangor,32,80
2014,32,Kelantan,65,79
2014,32,Selangor,22,78
2014,32,Selangor,15,75
2014,32,Selangor,32,75
2014,32,Selangor,51,75
2014,32,Selangor,22,75
2014,32,Kelantan,26,70
2014,32,Kelantan,37,70
2014,32,Selangor,18,66
2014,32,Selangor,29,66
2014,32,Selangor,11,66
2014,32,Selangor,11,64
2014,32,Selangor,17,63
2014,32,Selangor,8,63
2014,32,Selangor,18,62
2014,32,Selangor,13,60
2014,32,Kelantan,143,60
2014,32,Kelantan,78,59
2014,32,Kelantan,103,59
2014,32,Kelantan,23,58
2014,32,Selangor,17,57
2014,32,Selangor,15,56
2014,32,Kelantan,13,56
